string_id,source_zh,tokenized_zh,module_tag,module_confidence,max_len_target,len_tier,source_locale,placeholder_flags,status,is_empty_source,is_long_text,target_text
23,忍者在误操作升星后，可在忍者重生中消耗一定道具全额退回资源,忍者在误操作升星后，可在忍者重生中消耗一定道具全额退回资源,item_desc,0.8,62,M,zh-CN,count=0,ok,False,False,"Если вы случайно повысили звёзды ниндзя, вы можете потратить определённые предметы в разделе Возрождения ниндзя для полного возврата ресурсов"
24,忍者上阵后，可启动对应阵营的属性增幅，为忍者提高百分比属性,忍者上阵后，可启动对应阵营的属性增幅，为忍者提高百分比属性,dialogue,0.85,62,M,zh-CN,count=0,llm_tagged,False,False,"После развёртывания ниндзя вы можете активировать усиление атрибутов соответствующей фракции, чтобы увеличить процент атрибутов ниндзя"
25,在忍传中可获得强力忍道，装备后在战斗中持续为忍者提高属性,在忍传中可获得强力忍道，装备后在战斗中持续为忍者提高属性,item_desc,0.8,60,M,zh-CN,count=0,ok,False,False,"В разделе Наследие ниндзя вы можете получить мощные Пути ниндзя, которые после экипировки постоянно увеличивают атрибуты ниндзя в боях"
26,除竞技场PK外，每周两次的忍者对决竞猜是获得声望的稳定途径,除竞技场PK外，每周两次的忍者对决竞猜是获得声望的稳定途径,item_desc,0.8,62,M,zh-CN,count=0,ok,False,False,"Помимо боёв на арене, еженедельные прогнозы на противостояния ниндзя (два раза в неделю) — это стабильный способ получить репутацию"
27,忍者小队的职业组合十分重要，最好能攻击、防御与治疗三者兼备,忍者小队的职业组合十分重要，最好能攻击、防御与治疗三者兼备,skill_desc,0.8,62,M,zh-CN,count=0,ok,False,False,"Комбинация ролей в отряде ниндзя очень важна — в идеале отряд должен включать атакующих, защитников и целителей"
28,随着回合数的增加，会开启决战模式，逐渐提高全体忍者伤害,随着回合数的增加，会开启决战模式，逐渐提高全体忍者伤害,skill_desc,0.8,57,M,zh-CN,count=0,ok,False,False,"По мере увеличения количества раундов открывается режим Решающей битвы, который постепенно увеличивает урон всех ниндзя"
29,不需要的忍者最好不要分解，可以用作主力忍者的升星材料,不需要的忍者最好不要分解，可以用作主力忍者的升星材料,item_desc,0.8,55,M,zh-CN,count=0,ok,False,False,Ненужных ниндзя лучше не разбирать — их можно использовать как материал для повышения звёзд основного ниндзя
30,有时候非主流阵容代表的并不是不强，而是尚未被搭配与开发,有时候非主流阵容代表的并不是不强，而是尚未被搭配与开发,dialogue,0.8,57,M,zh-CN,count=0,llm_tagged,False,False,"Иногда нестандартные составы команд не означают слабость — это просто означает, что они ещё не были скомбинированы и развиты"
40,天下大势，非久必欧！,天下大势，非久必欧！,misc,0.9,21,S,zh-CN,count=0,llm_tagged,False,False,Тенденция мира неизбежна — удача обязательно придёт!
41,如果幸福有颜色，那一定是金色,如果幸福有颜色，那一定是金色,misc,0.9,30,M,zh-CN,count=0,llm_tagged,False,False,"Если счастье имеет цвет, то это золотой"
42,运气爆棚，欧皇附体！,运气爆棚，欧皇附体！,misc,0.9,21,S,zh-CN,count=0,llm_tagged,False,False,"Удача на максимуме, везение с нами!"
43,感受一下天选之子欧皇的气息,感受一下天选之子欧皇的气息,misc,0.9,27,M,zh-CN,count=0,llm_tagged,False,False,Почувствуй ауру избранника удачи!
50,切勿相信任何第三方管道，谨防诈骗！,切勿相信任何第三方管道，谨防诈骗！,system_notice,0.95,36,M,zh-CN,count=0,llm_tagged,False,False,"Не доверяйте сторонним каналам, остерегайтесь мошенничества!"
51,请勿相信聊天中送兑换码信息，谨防诈骗。,请勿相信聊天中送兑换码信息，谨防诈骗。,system_notice,0.8,40,M,zh-CN,count=0,ok,False,False,"Не верьте сообщениям с кодами активации в чате, остерегайтесь мошенничества."
52,警惕聊天中发兑换码的诈骗模式！,警惕聊天中发兑换码的诈骗模式！,system_notice,0.95,32,M,zh-CN,count=0,llm_tagged,False,False,"Будьте осторожны с мошенниками, распространяющими коды в чате!"
53,切勿随意通过游戏外聊天申请，不给骗子可乘之机。,切勿随意通过游戏外聊天申请，不给骗子可乘之机。,system_notice,0.8,49,M,zh-CN,count=0,ok,False,False,Не принимайте запросы в друзья от неизвестных вне игры — не давайте мошенникам шанса.
54,切记非官方人员加联系方式的都是诈骗行为！,切记非官方人员加联系方式的都是诈骗行为！,system_notice,0.95,43,M,zh-CN,count=0,llm_tagged,False,False,Помните: любые запросы контактов от неофициальных лиц — это мошенничество!
55,牢记天上不会掉馅饼，不要相信非官方人员！,牢记天上不会掉馅饼，不要相信非官方人员！,system_notice,0.95,43,M,zh-CN,count=0,llm_tagged,False,False,"Помните: с неба не падают подарки, не верьте неофициальным лицам!"
70,护盾免伤,护盾免伤,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Щит от урона
71,降攻降疗,降攻降疗,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Снижение атаки и исцеления
72,治疗重生,治疗重生,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Исцеление и возрождение
73,削防真伤,削防真伤,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Пробивающий урон
74,群体增速,群体增速,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Групповое ускорение
75,前排控制,前排控制,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Контроль передней линии
76,攻击噬取,攻击噬取,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Вампиризм атаки
77,残血收割,残血收割,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Добивание ослабленных врагов
78,单体驱散,单体驱散,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Одиночное рассеивание
79,生命恢复,生命恢复,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Восстановление здоровья
80,韧性提升,韧性提升,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Повышение выносливости
81,群体灼烧,群体灼烧,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Групповой ожог
82,压制输出,压制输出,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Подавление урона
83,单体控制,单体控制,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Одиночный контроль
84,群体增攻,群体增攻,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Групповое усиление атаки
85,单体恢复,单体恢复,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Одиночное восстановление
86,单体压制,单体压制,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Одиночное подавление
87,前排破防,前排破防,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Пробой защиты переднего ряда
88,反伤,反伤,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Отражённый урон
89,普攻连击,普攻连击,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Обычная атака с комбо
90,技能连击,技能连击,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Комбо навыков
91,抗破甲,抗破甲,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Сопротивление пробитию брони
92,吸血,吸血,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Вампиризм
93,抗吸血,抗吸血,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Сопротивление вампиризму
94,抗暴伤,抗暴伤,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Сопротивление крит. урону
55565,阿飞,阿飞,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Афэй
203091,阿飞,阿飞,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Афэй
54556,艾,艾,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Ай
104,九喇嘛,九喇嘛,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Девятихвостый лис
105,七尾·重明,七尾·重明,ui_label,0.9,10,S,zh-CN,count=0,llm_tagged,False,False,Семихвостый Чжунмин
203061,艾,艾,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Ай
107,旁白,旁白,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Повествователь
108,二尾·又旅,二尾·又旅,ui_label,0.9,10,S,zh-CN,count=0,llm_tagged,False,False,Двухвостый Матата
109,暗部成员,暗部成员,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Член АНБУ
110,“晓”成员,“晓”成员,ui_label,0.85,10,S,zh-CN,count=0,llm_tagged,False,False,Член организации «Акацки»
111,八尾·牛鬼,八尾·牛鬼,ui_label,0.9,10,S,zh-CN,count=0,llm_tagged,False,False,Восьмихвостый Гью
112,三尾·几抚,三尾·几抚,ui_label,0.9,10,S,zh-CN,count=0,llm_tagged,False,False,Трёхвостый Исомаки
114,十尾,十尾,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Десятихвостый
115,外道魔像,外道魔像,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Статуя Внешнего пути
116,琳,琳,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Рин
182,皮肤觉醒,皮肤觉醒,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Пробуждение скина
201,达兹纳师傅,达兹纳师傅,ui_label,0.85,10,S,zh-CN,count=0,llm_tagged,False,False,Мастер Дазна
202,村民,村民,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Житель
203,守卫,守卫,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Охранник
230,【下忍】或以上,【下忍】或以上,ui_label,0.9,10,S,zh-CN,count=1,llm_tagged,False,False,Генин или выше
231,【中忍】或以上,【中忍】或以上,ui_label,0.9,10,S,zh-CN,count=1,llm_tagged,False,False,Чунин или выше
232,【上忍】或以上,【上忍】或以上,ui_label,0.9,10,S,zh-CN,count=1,llm_tagged,False,False,Дзёнин или выше
233,【精英】或以上,【精英】或以上,ui_label,0.9,10,S,zh-CN,count=1,llm_tagged,False,False,Элита или выше
234,【影级】或以上,【影级】或以上,ui_label,0.9,10,S,zh-CN,count=1,llm_tagged,False,False,Уровень Кагэ или выше
235,【超影】或以上,【超影】或以上,ui_label,0.9,10,S,zh-CN,count=1,llm_tagged,False,False,Сверхкагэ или выше
236,【仙人】或以上,【仙人】或以上,ui_label,0.9,10,S,zh-CN,count=1,llm_tagged,False,False,Бессмертный или выше
237,任意,任意,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Любой
238,生命,生命,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Здоровье
239,攻击,攻击,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Атака
240,反伤,反伤,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Отражение урона
241,格挡,格挡,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Блокировка
242,真伤,真伤,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Истинный урон
243,暴击,暴击,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Крит
244,闪避,闪避,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Уклонение
245,任意,任意,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Любой
246,生命,生命,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Здоровье
247,攻击,攻击,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Атака
248,抗反伤,抗反伤,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Сопротивление отражению урона
249,抗格挡,抗格挡,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Сопротивление блокировке
250,抗真伤,抗真伤,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Сопротивление истинному урону
251,抗暴,抗暴,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Сопротивление крит. урону
252,命中,命中,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Точность
253,任意,任意,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Любой
254,宇智波血脉,宇智波血脉,ui_label,0.85,10,S,zh-CN,count=0,llm_tagged,False,False,Кровь Учиха
255,千手血脉,千手血脉,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Кровь Сенджу
256,漩涡血脉,漩涡血脉,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Кровь Узумаки
257,日向血脉,日向血脉,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Кровь Хьюга
501,坠入梦境,坠入梦境,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Падение в мечту
502,隔世之梦,隔世之梦,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Мечта прошлых жизней
503,九尾暴走,九尾暴走,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Бешенство девяти хвостов
504,梦的开端,梦的开端,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Начало мечты
506,死亡森林,死亡森林,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Лес смерти
507,大蛇丸现身,大蛇丸现身,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Появление Орочимару
508,预选赛,预选赛,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Предварительный отбор
509,自来也训练,自来也训练,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Тренировка с Джирайей
510,木叶村危机,木叶村危机,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Кризис в деревне Листа
511,悬赏猎人,悬赏猎人,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Охотник за наградой
512,火影级战斗,火影级战斗,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Боевое столкновение уровня Хокаге
513,鼬的复返,鼬的复返,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Возвращение Итачи
514,三忍决战,三忍决战,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Решающий бой трёх легендарных ниндзя
515,卡卡西面目,卡卡西面目,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Истинное лицо Какаши
516,茶之国,茶之国,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Страна чая
517,裂缝,裂缝,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Раскол
518,佐助出走,佐助出走,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Побег Саске
519,追寻佐助,追寻佐助,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,В поисках Саске
520,持续作战,持续作战,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Непрерывная битва
521,终结谷之战,终结谷之战,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Битва в Долине Конца
522,寻找大蛇丸,寻找大蛇丸,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Поиск Орочимару
523,水木越狱,水木越狱,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Побег Мизуки
524,归乡,归乡,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Возвращение домой
525,砂隐危机,砂隐危机,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Кризис в Скрытом Селении Песка
526,木叶救援,木叶救援,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Спасение Листовой Деревни
527,相会,相会,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Встреча
528,我爱罗之死,我爱罗之死,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Смерть Гаары
529,夺回，复活,夺回，复活,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Отвоевание и воскрешение
530,九尾解放,九尾解放,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Освобождение Девяти хвостов
531,寻找佐助,寻找佐助,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Поиск Саске
532,被夺的永眠,被夺的永眠,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Украденный вечный сон
533,黄泉的幽魂,黄泉的幽魂,ui_label,0.8,10,S,zh-CN,count=0,llm_tagged,False,False,Призрак Жёлтых источников
117,少年带土,少年带土,ui_button,0.7,10,S,zh-CN,count=0,ok,False,False,Юный Обито
701,    第四次忍界大战，整个忍界破天荒地团结一心，组成忍界联军，为了阻止斑和带土的惊天阴谋而战。几经危难，漩涡鸣人终于站到了敌人的面前。然而，命运的齿轮并未因他和伙伴们的战斗而停歇。传说中的最强禁术——无限月读终于发动，整个忍界都受到影响，坠入了梦境之中。带土曾说，无限月读的世界没有纷争，也没有不幸，所有人都能得到完美的幸福。然而展现在鸣人面前的，却是一个混乱而崩坏的世界！虚假的梦境并不能带来真正的幸福，必须要让大家从无限月读的世界中清醒过来！,    第四次忍界大战，整个忍界破天荒地团结一心，组成忍界联军，为了阻止斑和带土的惊天阴谋而战。几经危难，漩涡鸣人终于站到了敌人的面前。然而，命运的齿轮并未因他和伙伴们的战斗而停歇。传说中的最强禁术——无限月读终于发动，整个忍界都受到影响，坠入了梦境之中。带土曾说，无限月读的世界没有纷争，也没有不幸，所有人都能得到完美的幸福。然而展现在鸣人面前的，却是一个混乱而崩坏的世界！虚假的梦境并不能带来真正的幸福，必须要让大家从无限月读的世界中清醒过来！,dialogue,0.95,483,L,zh-CN,count=0,llm_tagged,False,True,"    Четвёртая великая война ниндзя объединила весь мир ниндзя в беспрецедентный союз — Альянс ниндзя. Они сражались, чтобы остановить зловещий заговор Мадары и Обито. После многих испытаний Узумаки Нарuto наконец встал лицом к лицу с врагом. Однако колесо судьбы не остановилось. Легендарный запретный jutsu — Бесконечное Цукуёми — наконец активировалось, и весь мир ниндзя погрузился в сон. Обито говорил, что в мире Бесконечного Цукуёми нет конфликтов и страданий, все получают идеальное счастье. Но перед Нарuto предстал хаотичный и разрушающийся мир! Ложные сны не могут принести истинное счастье — нужно пробудить всех от иллюзии Бесконечного Цукуёми!"
702,    斑和带土的无限月读刚刚完成，空间还处于十分不稳定的状态，或许趁此机会是有可能打破这个虚假的世界的。但是前来阻挠的敌军不断地发起进攻。曾经惺惺相惜的对手，一起战斗过的挚友，甚至是血浓于水的亲人，竟然都成为了空虚幻影的驱壳，不顾一切地阻止鸣人前进。但是对于一个深处在梦境之中的人来说，或许比起奋不顾身地想要对抗命运，还是放弃挣扎沉醉于梦乡更为“清醒”。,    斑和带土的无限月读刚刚完成，空间还处于十分不稳定的状态，或许趁此机会是有可能打破这个虚假的世界的。但是前来阻挠的敌军不断地发起进攻。曾经惺惺相惜的对手，一起战斗过的挚友，甚至是血浓于水的亲人，竟然都成为了空虚幻影的驱壳，不顾一切地阻止鸣人前进。但是对于一个深处在梦境之中的人来说，或许比起奋不顾身地想要对抗命运，还是放弃挣扎沉醉于梦乡更为“清醒”。,dialogue,0.95,384,L,zh-CN,count=0,llm_tagged,False,False,"    Бесконечное Цукуёми Мадары и Обито только что завершилось, пространство остаётся крайне нестабильным — возможно, это шанс разрушить этот ложный мир. Но враги продолжают атаки. Бывшие соперники, боевые товарищи, даже кровные родственники — все стали пустыми оболочками иллюзий, отчаянно преграждая путь Нарuto. Но для человека, погружённого в сон, может быть более «разумно» отказаться от борьбы с судьбой и остаться в грёзах?"
703,    随着在无限月读的世界中不断深入，鸣人终于在破碎的木叶村中找到了一切的始作俑者——宇智波带土。只需要对记忆完成最后的修正，陷入幻术的所有人都将忘记这是虚幻的世界，永远沉睡在这完美的梦境之中。而带土一直思念的琳，也可以在这个世界中存在，只需要这一个原因，就足以让带土不顾一切地完成这个空前绝后的术。现在阻挡在他面前的，就只剩下鸣人和他的几个伙伴。即便他们选择反抗，带土也愿意为他们赐予安宁的美梦，于是他在梦境中创造出了九喇嘛，要用它的力量对所有人的记忆进行最后的修正。这是鸣人的宿命之战，更是决定忍界命运之战。,    随着在无限月读的世界中不断深入，鸣人终于在破碎的木叶村中找到了一切的始作俑者——宇智波带土。只需要对记忆完成最后的修正，陷入幻术的所有人都将忘记这是虚幻的世界，永远沉睡在这完美的梦境之中。而带土一直思念的琳，也可以在这个世界中存在，只需要这一个原因，就足以让带土不顾一切地完成这个空前绝后的术。现在阻挡在他面前的，就只剩下鸣人和他的几个伙伴。即便他们选择反抗，带土也愿意为他们赐予安宁的美梦，于是他在梦境中创造出了九喇嘛，要用它的力量对所有人的记忆进行最后的修正。这是鸣人的宿命之战，更是决定忍界命运之战。,dialogue,0.95,554,L,zh-CN,count=0,llm_tagged,False,True,"    Углубляясь в мир Бесконечного Цукуёми, Нарuto наконец находит виновника всего — Учиха Обито в развалинах деревни Лист. Нужно лишь последний раз исправить воспоминания, и все, попавшие в иллюзию, забудут, что это вымышленный мир, и вечно будут спать в идеальном сне. Рин, которую Обито так долго помнил, сможет существовать в этом мире. Этого достаточно, чтобы Обито любой ценой завершить беспрецедентный jutsu. Перед ним остались только Нарuto и его товарищи. Даже если они будут сопротивляться, Обито готов подарить им спокойный прекрасный сон. Он создал Девять хвостов в грёзах, чтобы последний раз исправить воспоминания всех. Это судьбоносная битва Нарuto, битва, определяющая судьбу всего мира ниндзя."
