string_id,source_zh
109,鏆楅儴鎴愬憳
110,鈥滄檽鈥濇垚鍛?
111,鍏熬路鐗涢
112,涓夊熬路鍑犳姎
114,鍗佸熬
115,澶栭亾榄斿儚
116,鐞?
182,鐨偆瑙夐啋
201,杈惧吂绾冲笀鍌?
202,鏉戞皯
203,瀹堝崼
230,銆愪笅蹇嶃€戞垨浠ヤ笂
231,銆愪腑蹇嶃€戞垨浠ヤ笂
232,銆愪笂蹇嶃€戞垨浠ヤ笂
233,銆愮簿鑻便€戞垨浠ヤ笂
234,銆愬奖绾с€戞垨浠ヤ笂
235,銆愯秴褰便€戞垨浠ヤ笂
236,銆愪粰浜恒€戞垨浠ヤ笂
237,浠绘剰
238,鐢熷懡
239,鏀诲嚮
240,鍙嶄激
241,鏍兼尅
242,鐪熶激
243,鏆村嚮
244,闂伩
245,浠绘剰
246,鐢熷懡
247,鏀诲嚮
248,鎶楀弽浼?
249,鎶楁牸鎸?
250,鎶楃湡浼?
251,鎶楁毚
252,鍛戒腑
253,浠绘剰
254,瀹囨櫤娉㈣鑴?
255,鍗冩墜琛€鑴?
256,婕╂丁琛€鑴?
257,鏃ュ悜琛€鑴?
501,鍧犲叆姊﹀
502,闅斾笘涔嬫ⅵ
503,涔濆熬鏆磋蛋
504,姊︾殑寮€绔?
506,姝讳骸妫灄
507,澶ц泧涓哥幇韬?
508,棰勯€夎禌
509,鑷潵涔熻缁?
510,鏈ㄥ彾鏉戝嵄鏈?
511,鎮祻鐚庝汉
512,鐏奖绾ф垬鏂?
513,榧殑澶嶈繑
514,涓夊繊鍐虫垬
515,鍗″崱瑗块潰鐩?
516,鑼朵箣鍥?
517,瑁傜紳
518,浣愬姪鍑鸿蛋
519,杩藉浣愬姪
520,鎸佺画浣滄垬
521,缁堢粨璋蜂箣鎴?
522,瀵绘壘澶ц泧涓?
523,姘存湪瓒婄嫳
524,褰掍埂
525,鐮傞殣鍗辨満
526,鏈ㄥ彾鏁戞彺
527,鐩镐細
528,鎴戠埍缃椾箣姝?
529,澶哄洖锛屽娲?
530,涔濆熬瑙ｆ斁
531,瀵绘壘浣愬姪
532,琚ず鐨勬案鐪?
533,榛勬硥鐨勫菇榄?
117,灏戝勾甯﹀湡
701,绗洓娆″繊鐣屽ぇ鎴橈紝鏁翠釜蹇嶇晫鐮村ぉ鑽掑湴鍥㈢粨涓€蹇冿紝缁勬垚蹇嶇晫鑱斿啗锛屼负浜嗛樆姝㈡枒鍜屽甫鍦熺殑鎯婂ぉ闃磋皨鑰屾垬銆傚嚑缁忓嵄闅撅紝婕╂丁楦ｄ汉缁堜簬绔欏埌浜嗘晫浜虹殑闈㈠墠銆傜劧鑰岋紝鍛借繍鐨勯娇杞苟鏈洜浠栧拰浼欎即浠殑鎴樻枟鑰屽仠姝囥€備紶璇翠腑鐨勬渶寮虹鏈€斺€旀棤闄愭湀璇荤粓浜庡彂鍔紝鏁翠釜蹇嶇晫閮藉彈鍒板奖鍝嶏紝鍧犲叆浜嗘ⅵ澧冧箣涓€傚甫鍦熸浘璇达紝鏃犻檺鏈堣鐨勪笘鐣屾病鏈夌悍浜夛紝涔熸病鏈変笉骞革紝鎵€鏈変汉閮借兘寰楀埌瀹岀編鐨勫垢绂忋€傜劧鑰屽睍鐜板湪楦ｄ汉闈㈠墠鐨勶紝鍗存槸涓€涓贩涔辫€屽穿鍧忕殑涓栫晫锛佽櫄鍋囩殑姊﹀骞朵笉鑳藉甫鏉ョ湡姝ｇ殑骞哥锛屽繀椤昏璁╁ぇ瀹朵粠鏃犻檺鏈堣鐨勪笘鐣屼腑娓呴啋杩囨潵锛?
702,鏂戝拰甯﹀湡鐨勬棤闄愭湀璇诲垰鍒氬畬鎴愶紝绌洪棿杩樺浜庡崄鍒嗕笉绋冲畾鐨勭姸鎬侊紝鎴栬瓒佹鏈轰細鏄湁鍙兘鎵撶牬杩欎釜铏氬亣鐨勪笘鐣岀殑銆備絾鏄墠鏉ラ樆鎸犵殑鏁屽啗涓嶆柇鍦板彂璧疯繘鏀汇€傛浘缁忔兒鎯虹浉鎯滅殑瀵规墜锛屼竴璧锋垬鏂楄繃鐨勬寶鍙嬶紝鐢氳嚦鏄娴撲簬姘寸殑浜蹭汉锛岀珶鐒堕兘鎴愪负浜嗙┖铏氬够褰辩殑椹卞３锛屼笉椤句竴鍒囧湴闃绘楦ｄ汉鍓嶈繘銆備絾鏄浜庝竴涓繁澶勫湪姊﹀涔嬩腑鐨勪汉鏉ヨ锛屾垨璁告瘮璧峰涓嶉【韬湴鎯宠瀵规姉鍛借繍锛岃繕鏄斁寮冩專鎵庢矇閱変簬姊︿埂鏇翠负鈥滄竻閱掆€濄€?
703,闅忕潃鍦ㄦ棤闄愭湀璇荤殑涓栫晫涓笉鏂繁鍏ワ紝楦ｄ汉缁堜簬鍦ㄧ牬纰庣殑鏈ㄥ彾鏉戜腑鎵惧埌浜嗕竴鍒囩殑濮嬩綔淇戣€呪€斺€斿畤鏅烘尝甯﹀湡銆傚彧闇€瑕佸璁板繂瀹屾垚鏈€鍚庣殑淇锛岄櫡鍏ュ够鏈殑鎵€鏈変汉閮藉皢蹇樿杩欐槸铏氬够鐨勪笘鐣岋紝姘歌繙娌夌潯鍦ㄨ繖瀹岀編鐨勬ⅵ澧冧箣涓€傝€屽甫鍦熶竴鐩存€濆康鐨勭惓锛屼篃鍙互鍦ㄨ繖涓笘鐣屼腑瀛樺湪锛屽彧闇€瑕佽繖涓€涓師鍥狅紝灏辫冻浠ヨ甯﹀湡涓嶉【涓€鍒囧湴瀹屾垚杩欎釜绌哄墠缁濆悗鐨勬湳銆傜幇鍦ㄩ樆鎸″湪浠栭潰鍓嶇殑锛屽氨鍙墿涓嬮福浜哄拰浠栫殑鍑犱釜浼欎即銆傚嵆渚夸粬浠€夋嫨鍙嶆姉锛屽甫鍦熶篃鎰挎剰涓轰粬浠祼浜堝畨瀹佺殑缇庢ⅵ锛屼簬鏄粬鍦ㄦⅵ澧冧腑鍒涢€犲嚭浜嗕節鍠囧槢锛岃鐢ㄥ畠鐨勫姏閲忓鎵€鏈変汉鐨勮蹇嗚繘琛屾渶鍚庣殑淇銆傝繖鏄福浜虹殑瀹垮懡涔嬫垬锛屾洿鏄喅瀹氬繊鐣屽懡杩愪箣鎴樸€?
704,杩欐槸涓€鍦烘儕澶╁姩鍦扮殑鎴樻枟锛岄福浜哄拰浠栫殑鑰佹湅鍙嬩節鍠囧槢涓嶅緱涓嶅睍寮€娈婃涓€鎴橈紝鐒惰€屾渶缁堥福浜哄け璐ヤ簡銆傚甫鍦熺殑鏃犻檺鏈堣缁堜簬瀹屾垚锛屾墍鏈変汉鐨勮蹇嗛兘琚慨姝ｃ€傝€岄福浜轰篃蹇樿浜嗕竴鍒囷紝鍙樺洖浜嗛偅涓嚑骞村墠鍒氫粠蹇嶈€呭鏍℃瘯涓氱殑灏戝勾銆傚啀娆′笌灏忔ū浣愬姪鐩搁亣锛屽啀娆″湪鍗″崱瑗胯€佸笀鐨勫甫棰嗕箣涓嬬粍鎴愪簡绗竷鐝紝鍐嶆缁忓巻浜嗘尝涔嬪浗涓庡啀涓嶆柀鍜岀櫧鎯婇櫓鐨勪竴鎴樸€備竴鍒囧張濡傝疆鍥炰竴鑸啀搴﹂噸鐜帮紝鐒惰€岃繖涓嶈繃鏄竴鍦烘ⅵ鐨勫紑绔€︹€?
705,鍦ㄧ涓冪彮鍥炲埌鏈ㄥ彾鏉戞椂锛屽叾浠栨潙瀛愮殑蹇嶈€呬滑閮藉紑濮嬮檰缁仛闆嗗湪姝ゃ€備腑蹇嶈€冭瘯鍗冲皢寮€濮嬶紝鍗″崱瑗垮悜鐏奖鎺ㄨ崘楦ｄ汉銆佷綈鍔┿€佹ū涓変汉鍙傚姞涓繊鑰冭瘯锛屼笁浜哄姝よ嚜淇℃弧婊°€備腑蹇嶈€冭瘯姝ｅ紡寮€濮嬨€傞福浜鸿櫧閬囧埌鑷繁鏈€涓嶆搮闀跨殑绗旇瘯锛屼絾涓轰簡鏁翠釜鍥㈤槦锛岄福浜哄湪鍑犱箮鏄櫧鍗风殑鍩虹涓婁篃娌℃湁鏀惧純绗崄棰樸€傛渶鍚庯紝楦ｄ汉缁堜簬閫氳繃浜嗚€冭瘯銆?
706,涓繊鑰冭瘯绗簩椤规祴璇曗€斺€旀浜℃．鏋椼€傝繖鍦鸿€冩牳铏藉悕涔変笂鏄竴鍦虹敓瀛樿兘鍔涙祴璇曪紝鑰屽疄闄呬笂鍒欐槸涓€鍦轰笉鎷╂墜娈电殑鍗疯酱浜夊ず鎴橈紝鍙湁鍥㈤槦鍏卞悓闆嗛綈浜嗗ぉ涓庡湴鍗疯酱鎵嶈兘椤哄埄閫氳繃杩欏満娴嬭瘯銆備絾鍦ㄨ€冭瘯鏈熼棿锛屾湁涓€浣嶇绉樹汉鍙樿韩涓洪福浜烘贩鍏ョ涓冪彮锛岃櫧鐒惰浣愬姪璇嗙牬锛屽彲涓変汉鍗村苟涓嶆槸绁炵浜虹殑瀵规墜銆?
707,楦ｄ汉涓庝綈鍔╂帴杩炲鎶楃绉樹汉锛屼綈鍔╀娇鐢ㄥ啓杞溂鎿嶉杞︿笁涔嬪ぇ鍒€鎺у埗浣忕绉樹汉锛岄厤鍚堢伀閬侀緳鐏箣鏈嵈鍙儳鎺変簡绁炵浜虹殑澶栫毊銆傜绉樹汉鑷О涓哄ぇ铔囦父锛岃瀵间綈鍔╁０绉拌兘甯︾粰浣愬姪鍔涢噺锛屾渶鍚庡湪浣愬姪鑴栧瓙涓婄暀涓嬩簡涓€涓拻鍗般€備箣鍚庯紝涓変汉鍘嗙粡闃荤銆佸湪浼欎即甯姪涓嬩笌纾ㄩ毦鍚庯紝缁堜簬鍑戦綈浜嗗嵎杞淬€?
708,鎶佃揪缁堢偣涔嬪鍚庯紝浼婇瞾鍗″甯冧笁浜洪『鍒╅€氳繃浜嗙浜屽満鑰冭瘯銆傜敱浜庨€氳繃鑰冭瘯鐨勪汉鏁拌繃澶氾紝鐏奖鍦ㄧ涓夊満娴嬭瘯鍓嶈繘琛屼簡涓€鍦洪閫夎禌銆傞閫夎禌閲囧彇1V1鐨勬柟寮忥紝鑳滆€呮檵绾с€傝嵂甯堝厹杩樻湭寮€濮嬩究閫夋嫨寮冩潈銆備綈鍔╁闃佃丹鑳撮摖涓埄鐢ㄨ嚜宸卞垱閫犵殑浣撴湳鎷涘紡鍑昏触浜嗚丹鑳撮摖锛涙ū瀵归樀姝诲澶翠簳閲庯紝鍦ㄤ腑鎷涘績杞箣鏈椂琚福浜哄敜閱掞紝绮剧柌鍔涘敖鐨勪袱浜轰娇鍑烘渶鍚庝竴鍑伙紝鍙屾柟鍚屾椂鍊掑湴瀵艰嚧骞冲眬銆傞福浜哄闃电墮鍜岃丹涓革紝鍗充娇琚墦寰楁棤杩樻墜涔嬪姏涔熷苟涓嶆斁寮冿紝骞朵娇鐢ㄥ弽闂磋鍜屽閲嶅奖鍒嗚韩涔嬫湳鎵撹触浜嗚丹涓稿拰鐗欍€?
709,涓轰簡澶囨垬鍚庣画鐨勪腑蹇嶈€冭瘯锛屽崱鍗¤タ涓洪福浜虹墿鑹蹭簡涓€鍚嶅疄鍔涘己鍔茬殑澶ц壊鐙兼儬姣斿浣滀负楦ｄ汉鐨勮€佸笀銆傜敱浜庨福浜轰笉婊℃儬姣斿锛屽湪鑷潵涔熸墦鏅曞洜鎵撴壈鑷潵涔熷伔绐ュコ娴村鐨勬儬姣斿鍚庯紝浣跨敤鑹茶涔嬫湳璁╄嚜鏉ヤ篃甯︿粬淇偧銆傝嚜鏉ヤ篃閽堝楦ｄ汉浣撳唴鎷ユ湁寮哄ぇ鏌ュ厠鎷夌殑鐗硅川锛屼负楦ｄ汉璁惧畾浜嗕笓灞炵殑淇偧鏂瑰紡骞朵娇鐢ㄦ帴杩戞浜＄殑杈圭紭鏂瑰紡婵€鍙戦福浜鸿€屽皢鍏舵帉鎻￠€氱伒涔嬫湳銆傞福浜哄彫鍞ゅ嚭铔よ焼鑰佸ぇ鏂囧お骞堕€氳繃浜嗘枃澶殑鑰冮獙锛屾枃澶粰浜堥福浜烘瀬妫掔殑璇勪环銆?
710,鍦ㄤ綈鍔╀笌鏉ヨ嚜椋庝箣鍥铰风爞闅愭潙鎴戠埍缃楃殑姣旇禌鎴樻枟涓紝浣愬姪浣跨敤鑷繁鏂板浼氱殑蹇嶆湳鍗冮笩骞舵妸鎴戠埍缃楃殑娌欑浘璐┛锛岃€屾垜鐖辩綏鍥犳鍙椾激銆傛鏃讹紝鐮傚繊绐佺劧瀵规湪鍙跺繊鑰呭彂鍔ㄤ簡鏀诲嚮锛岀湅鍙颁笂鐨勯褰变篃椤哄娍鎸熸寔浜嗙伀褰辫€屽ぇ铔囦父鎵嬩笅鐨勯煶蹇嶄篃鍚屾椂閲婃斁浜嗗洓绱値闃靛洶浣忎簡鐏奖銆傚皝鍗伴樀鍐咃紝椋庡奖闇插嚭浜嗙湡闈㈢洰锛岀珶鐒舵槸鍙涢€冩湪鍙剁殑澶ц泧涓搞€備細鍦洪】鏃跺ぇ涔憋紝鑰屾垜鐖辩綏鍦ㄧ爞蹇嶅緱鎺╂姢涓嬫挙閫€锛屼綈鍔╁垯涓€璺拷鍑绘垜鐖辩綏銆?
711,鍗″崱瑗垮憡鐭ュ皬妯憋紝杩欏皢鏄尝涔嬪浗浠ユ潵鐨凙绾т换鍔°€傞福浜猴紝楣夸父銆佹ū鍜屽悕涓哄笗鍏嬬殑灏忕嫍鍓嶅幓杩借釜浣愬姪骞堕樆姝綈鍔╃殑琛屽姩锛屼絾浠栦滑鑳屽悗鍗存湁闊冲繊鍦ㄥ叾璺熻釜銆傝櫧鐒跺ぇ瀹跺惉浠庡紩璺殑甯曞厠寤鸿锛岃缃簡闄烽槺闃绘嫤杩藉叺锛屼絾鏄煶蹇嶅苟娌℃湁涓銆傚叾鍚庯紝楣夸父浠ヨ嚜韬负璇遍サ寮曞紑闊冲繊銆傝€岄福浜哄拰妯卞強鏃惰刀鍒帮紝灏嗚澶ц泧涓稿拻鍗扮紶韬殑浣愬姪鑴辩鍗辨満銆傚湪楦ｄ汉鐨勬剰蹇椾笅锛岄€氱伒鍑鸿洡锜嗚€佸ぇ鏂囧お锛屾枃澶拰楦ｄ汉鍚堜綋鍙樿韩鍚庨福浜轰竴璁板ご妲屽皢鎴戠埍缃楀嚮璐ャ€?
712,鍙︿竴杈癸紝缁撶晫涓殑鐏奖鍜屽ぇ铔囦父杩涘叆浜嗘縺鐑堢殑鎴樻枟鐘舵€併€傚弻鏂逛笉鐩镐笂涓嬶紝浣嗗湪澶ц泧涓镐娇鐢ㄧЫ鍦熻浆鐢熷彫鍞や簡涓€浜屼唬鐩伀褰卞悗锛屼粬浠彧鑳借澶ц泧涓告搷绾靛苟鍙屽弻鑱旀墜鍚戜笁浠ｇ洰鐏奖鏀诲嚮銆備笁浠ｇ洰鐏奖闅忓嵆鍙敜鐚块瓟瀵规姉锛屼絾宸插姏涓嶄粠蹇冦€備絾鍦ㄥぇ铔囦父鍚戜笁浠ｇ伀褰卞睍绀哄嚭鍒╃敤涓嶆杞敓鑰屾垚鍔熶镜鍗犺倝韬殑濂冲繊鑰呴潰瀛斿悗锛屼笁浠ｇ伀褰卞彧鑳戒娇鐢ㄥ綋骞村洓浠ｇ伀褰卞皝鍗颁節灏剧殑蹇嶆湳鈥滃案楝煎皝灏解€濄€傜敱浜庡湪灏佸嵃杩囩▼琚ぇ铔囦父鍒轰激锛屾渶缁堝彧灏佸嵃浜嗗ぇ铔囦父鐨勫弻鎵嬨€?
713,涓轰簡瀹屾垚鏅撶粍缁囩殑鏈€楂樺懡浠ゅ鎵剧鍥涗唬鐏奖鐨勯仐浜р€斺€旀缉娑￠福浜猴紝瀹囨櫤娉㈤棘甯︾潃楝奸矝閲嶈繑鏈ㄥ彾蹇嶈€呮潙銆傞樋鏂帥鍜岀孩琚畨鎺掕窡韪洃瑙嗛棘涓庨椴涚殑琛屽姩锛屽嵈涓嶆枡琚彂鐜帮紝琚墦寰楄妭鑺傝触閫€銆傚崱鍗¤タ鍙婃椂鍑虹幇鍗翠篃鍥犻櫡鍏ュ畤鏅烘尝榧殑涓囪姳绛掑啓杞溂鑰岀簿绁炴叮鏁ｏ紝鐩村埌杩堢壒鍑殑鐩稿姪锛岄棘鍜岄椴涢€夋嫨鎾ら€€缁х画瀵绘壘楦ｄ汉銆傚彟涓€杈癸紝鑷潵涔熷甫鐫€楦ｄ汉鍗曠嫭淇偧锛岃€屼綈鍔╁緱鐭ラ棘宸插嚭鐜板苟鍦ㄥ鎵鹃福浜恒€傜劧鑰岋紝榧瘮浣愬姪鍏堣鎵惧埌楦ｄ汉骞舵墦绠楀己琛屽甫璧般€備綈鍔╁紑鍚崈楦熷悜榧彂璧锋敾鍑伙紝楦ｄ汉鏋佸姏閲婃斁涔濆熬鏌ュ厠鎷変絾鍗磋楝奸矝鐨勯矝鑲屽惛鏀躲€傝嚜鏉ヤ篃鍙婃椂鍑虹幇锛屽苟鐢ㄥ博瀹胯洡锜嗛閬撳洶浣忎簡榧紝浣嗛棘鏈€鍚庝娇鐢ㄥぉ鐓ч€冭劚銆?
714,鍦ㄨ嚜鏉ヤ篃涓庨福浜鸿楂樺眰娲惧幓灏嗚鎸囨淳涓虹浜斾唬鐩伀褰辩翰鎵嬪甫鍥炴湪鍙舵潙鍚庯紝澶ц泧涓稿鎵惧埌绾叉墜骞舵兂涓庝箣浜ゆ槗锛岃€屽悗鑷潵涔熷拰楦ｄ汉鍦ㄥ眳閰掑眿鎵惧埌浜嗙翰鎵嬨€傜翰鎵嬫嫆缁濇垚涓虹伀褰卞苟瀵硅嚜鏉ヤ篃涓嬭嵂瀛よ韩鍓嶈澶ц泧涓搞€傚洜鏈€鍚庣翰鎵嬫嫆缁濆ぇ铔囦父鑰岃Е鍙戜簡涓や汉鎭舵垬銆傚厹浠ｆ浛澶ц泧涓稿嚭鎴橈紝骞跺埄鐢ㄧ翰鎵嬫€曡鐨勫急鐐瑰皝閿佺翰鎵嬬殑琛屽姩銆傞潤闊充笌楦ｄ汉璧跺線鐜板満锛岄福浜轰负鍒舵鍏滆€屼笉鎯滃彈浼わ紝绾叉墜涓哄府楦ｄ汉鎸″墤鍏嬫湇浜嗗琛€鐨勬亹鎯с€傝嚜鏉ヤ篃銆佺翰鎵嬨€佸ぇ铔囦父涓変汉涔嬫垬姝ｅ紡鐖嗗彂銆?
715,楦ｄ汉銆佷綈鍔╁拰妯变负鎺㈢储鍗″崱瑗块潰鍏蜂笅鐨勭礌棰滐紝鍐冲畾璇峰崱鍗¤タ鍚冩媺闈㈢殑鏃跺€欑瓑浠栨彮寮€闈㈢僵锛屼絾琚簳閲庝粬浠獊鐒跺嚭鐜版墦鏂簡涓変汉鐨勮鍒掋€備粬浠棤璁洪泦浣撹窡韪繕鏄崟鐙窡韪崱鍗¤タ閮戒互澶辫触鍛婄粓銆傛浘琚崱鍗¤タ鍥犳晳鍔╁皯濂宠€岀敤缁虫帀鍦ㄦ爲涓嬬殑涓変釜蹇嶈€呮兂灏藉姙娉曠粰鍗″崱瑗夸笅鑽紝浣嗕篃閮藉け璐ヤ簡銆備綈鍔╁缓璁個璇峰崱鍗¤タ鍚冩棩鏂欙紝娉℃尽鍫傞兘鏃犳硶鎻湶鍗″崱瑗跨殑妯℃牱銆傛渶鍚庨福浜恒€佷綈鍔╁拰妯卞疄鍦ㄦ病鏈夊姙娉曚究鍋疯蛋婢″爞鍐呯殑涓変釜蹇嶈€呮湇瑁咃紝鎯宠涓庝箣鎴樻枟锛屽嵈琚崱鍗¤タ涓€鐪艰瘑鐮淬€備笁浜虹洿鎴充簡褰撹闂悗 锛屽崱鍗¤タ鎻紑浜嗛潰缃┾€斺€旈潰缃╀箣涓嬭繕鏄潰缃┿€?
